epoch,accuracy,loss,val_accuracy,val_loss
34,0.7976166,0.49286803547027397,0.759446,0.6057381284236908
35,0.8071427,0.47276793507567005,0.7568853,0.6016297739744186
36,0.8095175,0.4651866550585767,0.75182086,0.635955319404602
37,0.81099594,0.45875182516812185,0.7789313,0.5760840374231339
38,0.8174546,0.442061221323786,0.77239317,0.6032373529672622
39,0.8188029,0.44076473454806325,0.7670654,0.6522652912139892
40,0.8254648,0.42486314452016183,0.77257633,0.5902180594205856
41,0.8311681,0.4108926193246166,0.7828416,0.6051422953605652
42,0.83234006,0.40861487845357225,0.7774456,0.6294865363836288
43,0.83832365,0.3955564414570203,0.80382216,0.541273747086525
44,0.84252024,0.38622580022530256,0.7899364,0.5652255177497864
45,0.845049,0.38268384790757404,0.8129903,0.5418938028812409
46,0.850352,0.36869152555291496,0.7860316,0.6018841618299484
47,0.85650265,0.3590332888571314,0.8003022,0.5569132572412491
48,0.86015546,0.3497541724303984,0.82524824,0.5321985179185867
49,0.86648005,0.33369098075280484,0.81990165,0.513594930768013
50,0.87108225,0.3271475542837454,0.8130787,0.5479566550254822
51,0.86933565,0.33001134418284944,0.8220833,0.5102605068683624
52,0.87679005,0.3128129897910396,0.81974536,0.5557797348499298
53,0.88189894,0.30356797192420226,0.8289466,0.5060532325506211
54,0.8848862,0.29666930537143543,0.79184484,0.6693358916044235
55,0.8860214,0.29503865918626365,0.8457192,0.494784055352211
56,0.8911651,0.28335205538012465,0.84127396,0.5034619498252869
57,0.89381874,0.2781157860164426,0.8482555,0.4740732318162918
58,0.8976077,0.269980493392378,0.83947444,0.49039147675037387
59,0.8973857,0.27143964647503227,0.8340777,0.4791581219434738
60,0.9040624,0.25383716781458643,0.83216274,0.5907000309228897
61,0.9053645,0.24915633674771687,0.8261648,0.5344680440425873
62,0.90972555,0.2400908058541476,0.8524681,0.49463498175144194
63,0.91163003,0.23511875170432867,0.8366377,0.5471973323822021
64,0.91272885,0.2336766039743989,0.85246533,0.4857706969976425
65,0.9147154,0.2288543512616041,0.82824016,0.6073445510864258
66,0.9180366,0.22100498481006825,0.84892446,0.5057525086402893
67,0.9221887,0.21014355360141476,0.8557997,0.4913171523809433
0,0.92037266,0.21492365132372393,0.8636119,0.4729880005121231
1,0.9234666,0.20712082660823392,0.8566991,0.46768364429473874
2,0.9237458,0.20620382279005894,0.8531206,0.5037492462992668
3,0.92793196,0.19597300567688863,0.8519023,0.4873954093456268
4,0.92787373,0.19650698966268912,0.85867643,0.4694820708036423
5,0.9285884,0.19353754640331156,0.8570086,0.48468720853328706
6,0.9345166,0.17921320650756906,0.8574207,0.499356809258461
7,0.93427193,0.1802756796608055,0.84917414,0.5011175379157067
8,0.93499917,0.17852314743412517,0.8507476,0.5402206963300705
9,0.9354998,0.17687673687407568,0.85195446,0.5379056158661842
10,0.93976253,0.16608283815757502,0.84358805,0.5893049502372741
11,0.936845,0.17402073484418681,0.86207837,0.47563048809766767
12,0.9383476,0.16973628521026274,0.85436976,0.5772846990823746
13,0.94243294,0.1590878314503645,0.8430613,0.5477311605215073
14,0.9441689,0.1541615247597459,0.8516865,0.5655378419160842
15,0.94401765,0.15599085395404588,0.85305226,0.5261109656095505
16,0.94466347,0.15221480190063505,0.8640782,0.4774955752491951
17,0.94657856,0.14934116608298206,0.86528945,0.4804481253027916
18,0.9455465,0.15223544982286613,0.8747671,0.463230841755867
19,0.9487265,0.14252518922234686,0.8636806,0.4892118784785271
20,0.9473925,0.14709639344971376,0.8511314,0.4960092782974243
21,0.9479684,0.1445221169598025,0.85576886,0.5405572158098221
22,0.9527293,0.1315822925109439,0.85911316,0.49825325250625613
23,0.95208013,0.13411357750084305,0.86172605,0.5384950044751168
24,0.95203775,0.13398939386283307,0.8693258,0.47269425898790357
25,0.95048314,0.137758004904939,0.86206037,0.48634079337120056
26,0.95416266,0.12929988216965357,0.8650806,0.5111518868803978
27,0.9563173,0.12365639831170405,0.86243814,0.5522250354290008
28,0.9542872,0.12831133700785835,0.8662828,0.4988494530320168
29,0.95382094,0.12874015690208757,0.8640172,0.514682494699955
30,0.9551273,0.1251295817363438,0.85822326,0.5354349455237388
31,0.9580587,0.11753877894592504,0.8734821,0.4894446936249733
32,0.96047163,0.11212018559887899,0.8699718,0.48262432634830477
33,0.9563113,0.12226213439502383,0.8600825,0.5110952490568161
