epoch,accuracy,loss,val_accuracy,val_loss
59,0.7694034,0.424447753119982,0.7671932,0.577479659517606
60,0.77366436,0.41454637550780077,0.8019469,0.526062285900116
61,0.7722649,0.4207591657326267,0.77359396,0.5776527285575866
62,0.7774955,0.4029037048532204,0.79123306,0.5704869041840236
63,0.77949387,0.40193364138594656,0.79282194,0.5633644193410874
64,0.7820507,0.3956778549192625,0.7904072,0.5529392341772715
65,0.78484684,0.38889821891508036,0.80394214,0.5502315501372019
66,0.7871025,0.3855321740811807,0.8266194,0.48528902033964794
67,0.78686494,0.38398175294640247,0.81144917,0.5152739673852921
68,0.7933766,0.37158104847207596,0.82303053,0.5064228385686874
69,0.79386574,0.37007175689322525,0.8102987,0.5043563723564148
70,0.79661095,0.3629318375283023,0.8304685,0.486216077208519
71,0.80019855,0.3560309205257722,0.82436645,0.5021395315726598
72,0.7968348,0.36510842256960974,0.8270936,0.5162880351146062
73,0.8040735,0.35096628967512167,0.82117903,0.5454910059769948
74,0.80566835,0.34395291928611876,0.8317195,0.4781832387049993
75,0.8086442,0.3380685716368365,0.84347737,0.445397553841273
76,0.81052715,0.33557250625119683,0.823044,0.4917333672444026
77,0.8132683,0.3313498848256027,0.84577024,0.4606965531905492
78,0.8153023,0.32478492395266106,0.82121605,0.4732993423938751
79,0.818,0.31854178976427994,0.82275826,0.5251795013745626
80,0.81831473,0.31827491909336814,0.8427452,0.47363814413547517
81,0.8206948,0.3153404646334751,0.83639807,0.46610541045665743
82,0.8228931,0.3073198373647826,0.82612616,0.4575373902916908
83,0.82607406,0.30201921343589516,0.84752285,0.4401112248500188
84,0.8297703,0.2944101482308938,0.8509842,0.4505824148654938
85,0.82911444,0.2935564999927602,0.84171987,0.4617053429285685
86,0.8303475,0.292603082044059,0.83203405,0.4660022815068563
87,0.8322636,0.2869102389030337,0.85795796,0.46165925165017446
88,0.8355482,0.2807128234966948,0.83768886,0.4685772150754929
89,0.8342549,0.2831492029736487,0.8558095,0.43844174842039746
90,0.8365912,0.27707745243737286,0.84647614,0.46569504737854006
91,0.8394507,0.2712365544102551,0.83680695,0.47770119110743203
92,0.83914584,0.27130569901014345,0.8545594,0.421774290005366
93,0.8427302,0.26427435512035086,0.8321067,0.486910006403923
94,0.8443076,0.26161068445116137,0.84606194,0.4935922016700109
95,0.8441284,0.2617131169381859,0.8434917,0.4642780105272929
96,0.8476652,0.25332141344270637,0.85304713,0.4430264393488566
97,0.8450564,0.26009229742632245,0.85473734,0.4311264226833979
98,0.84965503,0.24896137417075737,0.85085046,0.49629592696825664
99,0.8520301,0.24156860842249184,0.84768486,0.4521575063467026
100,0.84884024,0.25068552771039554,0.85682285,0.4435215026140213
101,0.8515228,0.24334477466312748,0.86153674,0.4368938058614731
102,0.85523796,0.23528392648582824,0.86359096,0.4495806028445562
